,condition,date,price_log,bedrooms,bathrooms,waterfront,sqft_living,floors,zipcode,grade_int,yr_built
8180,Good,2014-09-19,13.407542319637992,3,1.0,0.0,1260,1.5,98136,7,1937
8181,Very Good,2014-10-03,12.013700752882718,3,1.5,0.0,1020,1.0,98056,6,1959
8182,Good,2014-05-18,12.601487417784837,5,2.5,0.0,1970,2.0,98022,7,1994
8183,Good,2014-10-23,12.765688433465597,2,1.0,0.0,830,1.0,98126,7,1942
8184,Average,2014-05-13,14.71159858252091,4,4.5,0.0,5030,2.0,98040,11,2008
8185,Average,2015-05-13,12.100712129872347,2,1.0,0.0,800,1.0,98058,6,1958
8186,Good,2015-04-07,12.736553826954605,3,1.75,0.0,1330,1.0,98168,6,1981
8187,Average,2015-01-27,12.80765263256463,3,1.0,0.0,1030,1.0,98146,7,1952
8188,Average,2014-06-05,13.769466619462868,4,4.25,0.0,5660,2.0,98019,10,2001
8189,Average,2014-05-27,13.503535792943449,3,2.5,0.0,2330,2.0,98107,9,2004
8190,Very Good,2014-06-16,13.122363377404328,3,1.75,0.0,1540,1.0,98040,6,1947
8191,Good,2015-02-13,13.321214236149494,6,2.75,0.0,2040,1.0,98008,7,1961
8192,Average,2014-06-04,13.17115354157376,3,2.0,0.0,1540,1.0,98125,8,2004
8193,Good,2014-06-17,12.043553716032399,4,1.0,0.0,1920,1.0,98188,7,1966
8194,Average,2014-07-13,12.611537753638338,3,2.5,0.0,1870,2.0,98042,7,2005
8195,Average,2014-10-29,12.87261914429294,5,3.5,0.0,2960,2.0,98023,9,1986
8196,Good,2015-02-19,12.706847933442663,3,1.5,0.0,1690,1.0,98166,7,1955
8197,Average,2014-11-14,12.505992035646432,3,2.25,0.0,1610,2.0,98042,7,1988
8198,Good,2014-08-28,11.580584113444043,2,1.0,0.0,670,1.0,98106,6,1948
8199,Average,2014-12-02,12.425208175446844,3,1.0,0.0,1752,2.0,98032,8,2005
8200,Very Good,2014-08-18,13.00019574343012,4,2.0,0.0,1540,1.5,98125,7,1935
8201,Average,2015-04-17,13.269057756555132,3,2.5,0.0,3160,2.0,98010,9,2002
8202,Average,2015-01-21,13.339891189932903,3,1.75,0.0,2570,2.0,98075,8,1984
8203,Average,2014-11-19,12.220961258023925,3,1.5,0.0,1370,1.0,98198,7,1958
8204,Very Good,2014-09-09,12.31447851937396,2,1.0,0.0,860,1.0,98056,5,1942
8205,Average,2015-04-09,13.023647404465171,2,1.5,0.0,1680,1.5,98038,7,1991
8206,Average,2014-06-25,12.154779351142624,1,0.75,0.0,930,1.0,98178,6,1941
8207,Very Good,2015-04-06,12.676076274775909,4,1.75,0.0,1820,1.0,98058,7,1962
8208,Average,2014-12-10,13.505582876565173,3,1.5,0.0,2120,1.5,98122,8,1904
8209,Average,2015-02-18,13.226723392728571,4,2.25,0.0,3330,2.0,98059,9,1994
8210,Average,2014-12-15,12.807515636879778,3,2.25,0.0,2520,2.0,98038,7,2003
8211,Average,2014-11-20,13.102160670086809,3,1.75,0.0,1560,1.0,98033,7,1989
8212,Average,2015-04-27,13.44154411691548,5,1.75,0.0,2250,1.0,98125,8,1957
8213,Average,2014-07-11,12.013700752882718,2,1.0,0.0,640,1.0,98106,6,1942
8214,Good,2014-11-13,13.134291948269603,5,3.75,0.0,3880,2.0,98056,7,2004
8215,Average,2014-12-09,14.599412101792684,3,2.25,0.0,3360,2.0,98112,10,1905
8216,Good,2015-04-29,13.533147646990093,5,1.75,0.0,2350,1.0,98008,8,1968
8217,Average,2015-04-17,13.764164630612687,5,2.5,1.0,2340,2.0,98118,8,1959
8218,Average,2014-08-22,13.002678534458349,3,2.5,0.0,1430,3.0,98117,8,2003
8219,Average,2014-08-14,12.849504233844186,3,2.5,0.0,1920,2.0,98019,7,1998
8220,Average,2015-01-26,13.49088783770021,3,3.25,0.0,4330,2.0,98074,10,1985
8221,Good,2015-02-10,12.745159142213105,2,1.0,0.0,790,1.0,98118,6,1948
8222,Average,2014-09-16,13.226723392728571,4,1.75,0.0,2350,1.0,98115,8,1957
8223,Average,2014-06-03,13.32612021491835,3,2.5,0.0,1350,2.0,98122,7,1991
8224,Good,2014-07-02,13.081541382884074,3,2.0,0.0,1470,1.0,98125,8,1956
8225,Fair,2015-03-16,13.336667980051335,6,1.5,0.0,1680,1.5,98033,7,1911
8226,Average,2014-06-24,12.987688474077727,4,2.5,0.0,1890,1.0,98052,8,1980
8227,Good,2015-04-08,13.339086360915616,4,2.5,0.0,2030,1.0,98006,8,1959
8228,Good,2014-07-14,13.604789526648622,4,1.75,0.0,1760,1.5,98103,8,1906
8229,Average,2014-05-27,12.936033799212835,3,2.25,0.0,1950,1.0,98155,7,1964
8230,Average,2014-11-13,12.429216196844383,4,1.0,0.0,1440,1.0,98126,6,1918
8231,Average,2015-04-13,13.279367126213993,3,1.5,0.0,2230,1.0,98136,8,1968
8232,Average,2014-05-28,12.301382825334498,3,1.0,0.0,1180,1.5,98155,7,1946
8233,Average,2015-04-22,13.270783382522602,5,2.5,0.0,2500,1.0,98007,7,1963
8234,Very Good,2014-07-25,14.093142294562554,3,2.75,0.0,2680,1.0,98039,9,1964
8235,Very Good,2014-08-01,13.422467969854667,4,2.5,0.0,2040,1.0,98052,8,1968
8236,Average,2014-10-29,13.45166712454693,4,2.75,0.0,2660,2.0,98075,9,2002
8237,Good,2014-12-09,13.726679344257658,5,2.75,0.0,2580,1.0,98004,7,1954
8238,Good,2014-11-21,12.834681304952548,3,1.0,0.0,1000,1.0,98125,7,1947
8239,Average,2015-04-07,13.122363377404328,3,1.5,0.0,1330,2.0,98116,8,2008
8240,Average,2014-12-26,12.721885810807203,2,2.0,0.0,1420,1.0,98038,7,2004
8241,Very Good,2014-07-18,12.043553716032399,2,1.0,0.0,1280,1.5,98001,6,1912
8242,Good,2015-04-29,12.678884827097948,5,2.5,0.0,2200,1.0,98010,7,1971
8243,Average,2015-03-06,13.138236726560619,3,1.75,0.0,1800,1.0,98052,8,1978
8244,Good,2014-07-08,12.341258918085241,3,1.75,0.0,1200,1.0,98023,7,1968
8245,Good,2015-05-07,12.978493006984626,4,2.0,0.0,1840,1.5,98106,6,1929
8246,Very Good,2014-09-08,12.496874845318198,2,1.0,0.0,960,1.0,98126,6,1951
8247,Average,2014-10-08,13.721199878493033,4,1.5,0.0,2890,2.0,98118,8,1939
8248,Average,2015-03-03,12.821258284620408,3,1.75,0.0,1290,1.0,98072,7,1984
8249,Average,2014-12-06,12.676076274775909,2,1.0,0.0,1140,1.5,98126,6,1911
8250,Good,2014-10-01,13.399995114002609,3,1.75,0.0,1750,1.0,98117,8,1956
8251,Good,2014-08-26,13.577111226758614,4,2.25,0.0,2580,2.0,98040,9,1977
8252,Average,2014-12-18,12.70381302974751,4,2.5,0.0,2650,2.0,98042,9,2005
8253,Good,2014-12-03,13.308012724290958,2,1.0,0.0,1470,1.0,98105,7,1941
8254,Average,2014-11-06,12.834681304952548,3,2.0,0.0,1640,1.0,98028,7,1959
8255,Average,2015-05-05,12.26434155365415,1,1.0,0.0,620,1.0,98166,6,1926
8256,Average,2014-08-22,12.319401330837177,3,1.5,0.0,1440,1.0,98118,7,1977
8257,Average,2015-03-10,12.661913960963405,3,2.0,0.0,1160,1.0,98019,7,1986
8258,Average,2015-01-28,12.765688433465597,2,1.0,0.0,1070,1.0,98102,7,1902
8259,Average,2015-05-06,12.871334622600584,6,4.5,0.0,3560,2.0,98002,7,1989
8260,Good,2014-07-13,12.560244459250788,3,1.75,0.0,1720,1.0,98168,7,1962
8261,Very Good,2014-12-01,12.959844447906553,3,1.75,0.0,1530,1.0,98133,8,1958
8262,Good,2015-03-09,12.154779351142624,3,1.75,0.0,1270,1.0,98030,7,1980
8263,Average,2015-05-05,12.832011076396668,3,1.75,0.0,1510,1.0,98027,7,1971
8264,Average,2014-08-07,12.584509081250419,2,1.0,0.0,880,1.0,98118,6,1904
8265,Very Good,2015-05-11,13.071070083016778,5,1.75,0.0,2020,1.5,98103,7,1911
8266,Average,2015-03-30,13.21128958659873,3,2.5,0.0,1410,1.0,98117,7,1985
8267,Average,2014-11-05,11.314474526246391,3,1.0,0.0,860,1.0,98146,6,1954
8268,Average,2015-04-08,12.300928176542852,3,1.0,0.0,860,1.0,98146,6,1954
8269,Good,2014-06-12,12.994530005894443,3,1.0,0.0,1210,1.5,98136,7,1910
8270,Average,2015-04-28,12.89921982609012,3,2.5,1.0,2090,2.0,98070,7,1919
8271,Average,2014-11-17,13.023647404465171,3,1.75,0.0,1430,1.0,98006,7,1955
8272,Good,2014-08-12,12.706847933442663,6,3.25,0.0,2120,1.0,98106,7,1983
8273,Average,2014-07-21,12.793720411897448,3,2.75,0.0,2540,2.0,98092,8,1991
8274,Average,2014-06-17,13.331002242515657,4,2.5,0.0,2490,2.0,98074,9,1983
8275,Very Good,2014-11-07,12.409013489526863,2,1.0,0.0,670,1.0,98144,6,1960
8276,Average,2014-11-03,12.598114733306197,2,2.0,0.0,1320,3.0,98125,7,1997
8277,Average,2014-11-06,12.170445467887022,2,1.0,0.0,950,1.0,98106,6,1924
8278,Very Good,2014-08-28,13.030248088496522,3,2.0,0.0,1870,1.5,98117,7,1927
8279,Good,2015-04-27,13.081541382884074,4,1.75,0.0,1840,1.0,98133,7,1956
8280,Average,2014-05-09,12.853175887588712,3,3.25,0.0,1410,3.0,98103,8,2005
8281,Average,2014-06-28,13.38472764187182,2,1.0,0.0,1050,1.0,98122,7,1904
8282,Average,2014-11-25,12.975601996008924,2,2.0,0.0,1400,1.0,98125,8,1957
8283,Average,2015-05-11,12.947771866672285,3,2.5,0.0,1630,2.0,98033,8,1997
8284,Average,2014-12-29,12.66032791780777,3,2.0,0.0,1900,1.0,98023,8,1995
8285,Average,2015-04-20,13.300509562787802,4,3.0,0.0,1890,1.0,98052,9,1979
8286,Good,2015-03-06,13.329377546788654,3,2.5,0.0,2980,1.0,98077,8,1978
8287,Good,2014-10-31,13.312983737012978,4,3.25,0.0,2885,2.0,98027,8,1984
8288,Average,2015-04-01,12.301382825334498,3,2.5,0.0,1980,2.0,98092,8,1990
8289,Average,2015-04-13,12.736700896592344,4,2.5,0.0,3020,1.0,98188,8,1960
8290,Average,2014-10-15,13.337474757021274,4,2.5,0.0,2980,2.0,98045,9,2001
8291,Average,2014-05-19,13.308012724290958,5,1.75,0.0,3290,1.5,98052,8,1973
8292,Good,2014-05-13,13.262125319779487,3,1.75,0.0,1580,1.0,98118,7,1951
8293,Good,2014-05-02,12.560244459250788,3,2.5,0.0,2090,1.0,98003,8,1987
8294,Good,2015-02-20,12.632973034358404,3,1.5,0.0,1100,1.0,98059,7,1965
8295,Average,2015-01-02,12.691580461311874,3,2.5,0.0,1870,2.0,98056,7,2002
8296,Average,2015-03-19,13.34230179776959,3,2.75,0.0,2390,1.0,98034,8,1973
8297,Average,2015-03-11,12.45488394359296,3,2.0,0.0,1320,1.0,98042,7,1993
8298,Average,2014-11-17,13.06685066747407,5,3.5,0.0,3430,2.0,98031,10,2002
8299,Average,2014-10-29,13.215853720491667,3,2.5,0.0,2250,2.0,98052,8,1985
8300,Average,2015-03-17,12.628067055589549,3,1.0,0.0,1710,1.0,98014,6,1986
8301,Average,2015-02-04,12.666657052859417,4,2.5,0.0,2160,2.0,98001,9,1988
8302,Average,2014-07-01,13.017002861746503,3,1.75,0.0,1400,1.0,98028,8,1963
8303,Average,2015-04-09,12.323855681186558,2,2.5,0.0,1560,1.0,98055,5,1947
8304,Good,2015-02-12,13.122363377404328,5,2.0,0.0,2300,2.5,98133,8,1956
8305,Very Good,2014-08-12,12.240474072247506,2,1.0,0.0,820,1.0,98118,6,1955
8306,Average,2014-08-18,13.070859534537213,3,1.0,0.0,1630,1.5,98146,7,1948
8307,Average,2014-07-01,13.151922179645874,3,2.5,0.0,2010,2.0,98028,8,1994
8308,Good,2015-02-12,13.203021280421783,4,1.0,0.0,1540,1.5,98115,7,1922
8309,Average,2014-06-05,13.493926933836812,4,2.75,0.0,2420,1.0,98007,8,1977
8310,Average,2015-03-09,12.660169175050076,3,2.5,0.0,1690,2.0,98038,7,2003
8311,Good,2014-11-06,12.834681304952548,3,2.0,0.0,1410,1.0,98072,6,1983
8312,Average,2014-07-10,13.122363377404328,3,1.75,0.0,1640,1.0,98014,7,1989
8313,Very Good,2014-06-24,13.442996549995796,3,1.75,0.0,2200,1.0,98006,8,1978
8314,Average,2014-12-09,13.17115354157376,3,2.25,0.0,1290,2.0,98102,8,2006
8315,Good,2015-05-04,12.793859310432293,3,1.5,0.0,1060,1.0,98118,7,1968
8316,Good,2014-08-20,12.959844447906553,3,1.0,0.0,1240,1.0,98116,6,1948
8317,Average,2015-03-04,12.388185847286392,2,1.0,0.0,1280,1.0,98118,7,1949
8318,Average,2015-04-02,13.266463721378086,2,2.5,0.0,2330,2.0,98144,8,1915
8319,Good,2014-05-02,13.329377546788654,3,1.75,0.0,2360,1.0,98136,8,1948
8320,Good,2014-08-27,13.1538620444637,4,2.75,0.0,2210,1.0,98074,8,1997
8321,Good,2014-08-13,14.01436141670944,4,2.75,0.0,3670,2.0,98006,10,1986
8322,Average,2014-05-27,14.322328160332725,4,3.5,0.0,3080,2.0,98199,10,1937
8323,Good,2015-05-01,12.66032791780777,2,1.0,0.0,770,1.0,98155,6,1943
8324,Average,2014-10-21,12.429216196844383,4,2.0,0.0,2600,1.0,98032,8,1959
8325,Average,2014-11-13,12.429216196844383,4,1.5,0.0,1220,1.0,98118,6,1942
8326,Good,2015-04-10,13.737549016494562,4,2.5,0.0,2910,1.0,98005,8,1967
8327,Average,2014-08-25,12.788288265382837,3,1.0,0.0,1150,1.0,98133,7,1955
8328,Average,2014-09-26,12.476099782743233,3,2.5,0.0,1700,2.0,98092,8,1997
8329,Good,2014-10-15,13.122363377404328,3,1.75,0.0,1220,1.0,98008,7,1964
8330,Average,2014-07-15,14.077874822431765,5,1.0,0.0,1670,1.5,98119,8,1919
8331,Average,2014-09-15,13.122363377404328,3,1.75,0.0,2420,2.0,98074,8,1984
8332,Average,2014-06-02,13.422467969854667,3,2.25,0.0,2610,2.0,98052,9,1988
8333,Average,2014-09-26,12.367340793126296,3,1.0,0.0,960,1.0,98118,7,1955
8334,Average,2015-03-18,13.208541073645382,3,1.0,0.0,960,1.0,98118,7,1955
8335,Average,2014-05-07,12.765688433465597,3,1.0,0.0,1010,1.0,98033,6,1981
8336,Average,2014-11-25,12.676076274775909,2,2.25,0.0,1550,2.0,98106,8,2008
8337,Average,2015-03-18,13.021437458814368,5,2.5,0.0,5067,1.0,98003,9,1968
8338,Good,2014-07-25,13.681979165339751,3,2.0,0.0,2350,1.5,98102,8,1922
8339,Average,2014-11-08,12.691580461311874,3,1.5,0.0,1310,2.0,98144,7,1998
8340,Very Good,2014-06-19,13.53579665516167,4,2.25,0.0,2160,1.0,98119,7,1947
8341,Average,2014-06-24,12.672946381766982,4,2.5,0.0,2510,1.0,98032,8,1978
8342,Average,2015-01-21,13.028052697933088,3,1.75,0.0,890,1.5,98115,7,1926
8343,Average,2015-04-09,12.706847933442663,2,1.0,0.0,1129,1.0,98106,7,1953
8344,Average,2015-01-08,13.142166004700508,4,3.25,0.0,1980,1.0,98052,8,1980
8345,Average,2015-04-16,13.184398768323781,3,1.0,0.0,2360,1.0,98116,7,1964
8346,Average,2015-01-20,13.560618308335483,3,2.5,0.0,2480,2.0,98117,8,2014
8347,Average,2015-04-17,12.92391243868049,3,1.75,0.0,2160,1.0,98144,7,1953
8348,Average,2015-03-18,12.230765258120545,2,1.75,0.0,1740,1.0,98108,6,1915
8349,Average,2014-12-12,13.279367126213993,4,2.5,0.0,2430,2.0,98177,8,1999
8350,Average,2015-03-10,12.449018824140563,2,1.75,0.0,1950,1.0,98023,8,1975
8351,Average,2014-09-11,12.936033799212835,2,1.0,0.0,910,1.0,98117,7,1904
8352,Very Good,2015-04-02,13.036805489042683,4,2.0,0.0,2360,1.0,98126,6,1925
8353,Average,2014-12-11,12.777052192115912,3,1.0,0.0,1130,1.0,98034,7,1965
8354,Average,2014-07-15,13.282780098810234,3,2.5,0.0,2150,2.0,98033,8,1995
8355,Average,2014-07-08,13.569610019527449,4,3.5,0.0,5270,2.0,98058,10,2004
8356,Good,2015-05-04,13.253391639810733,3,1.5,0.0,1300,1.0,98033,7,1965
8357,Average,2015-02-05,12.934828253557487,3,1.0,0.0,1050,1.0,98115,7,1941
8358,Average,2014-08-06,12.128111104060462,4,1.0,0.0,1380,1.0,98168,7,1928
8359,Good,2014-10-01,12.478006361013815,3,1.5,0.0,1610,1.0,98022,7,1961
8360,Good,2014-05-22,12.821258284620408,4,2.75,0.0,3150,1.0,98092,9,1965
8361,Average,2015-01-05,12.800779753276867,3,1.0,0.0,1520,1.0,98125,7,1954
8362,Average,2015-03-04,13.19188944005294,3,2.5,0.0,1990,2.0,98072,9,1993
8363,Average,2015-04-21,12.959844447906553,5,2.0,0.0,2500,1.5,98146,7,1921
8364,Good,2014-06-09,12.983101310070822,3,2.25,0.0,1890,1.0,98125,7,1973
8365,Good,2014-05-05,12.983101310070822,5,2.0,0.0,1840,1.0,98133,7,1942
8366,Average,2015-03-12,12.89921982609012,2,1.0,0.0,1220,1.0,98136,7,1942
8367,Average,2014-06-26,13.008074231002201,2,1.5,0.0,1370,2.0,98122,8,2008
8368,Average,2015-01-26,14.038654109278484,3,2.5,0.0,2710,1.0,98105,10,1959
8369,Average,2014-11-20,12.611537753638338,3,2.25,0.0,1760,2.0,98038,7,1991
8370,Average,2014-08-06,12.910407015480683,2,1.0,0.0,800,1.0,98115,7,1938
8371,Good,2015-03-05,13.721199878493033,4,2.5,0.0,3530,2.0,98072,9,1986
8372,Good,2014-05-13,13.555443652545467,3,2.25,0.0,1780,1.5,98122,9,1927
8373,Average,2014-06-05,12.721885810807203,4,2.5,0.0,2610,2.0,98001,8,2009
8374,Average,2014-08-04,12.873902018105829,3,1.75,0.0,1850,1.0,98045,7,1965
8375,Good,2015-04-28,12.570715759118084,3,2.25,0.0,1560,1.0,98002,7,1963
8376,Average,2014-10-14,12.90669184092882,3,1.75,0.0,1270,1.0,98033,7,1956
8377,Average,2014-06-24,13.142166004700508,3,2.25,0.0,1420,3.0,98103,8,2006
8378,Average,2015-02-19,13.529160930746272,6,3.0,0.0,2880,2.0,98144,7,1980
8379,Average,2015-02-03,12.9190224533863,3,1.0,0.0,1420,1.0,98118,7,1950
8380,Very Good,2014-07-01,13.825460888817442,3,1.0,0.0,1640,1.5,98004,6,1920
8381,Good,2015-04-24,13.262125319779487,3,2.0,0.0,1730,1.0,98007,7,1956
8382,Average,2015-04-17,12.706847933442663,3,1.75,0.0,1250,1.0,98146,7,1951
8383,Average,2014-05-16,13.244581010128577,3,2.25,0.0,1520,3.0,98107,8,2013
8384,Average,2015-04-13,13.030248088496522,3,2.5,0.0,1820,2.0,98074,8,1999
8385,Average,2014-06-15,13.388566418178986,4,2.5,0.0,2700,2.0,98029,9,1990
8386,Very Good,2014-12-31,13.274225726713574,3,1.75,0.0,1820,2.0,98136,8,1949
8387,Average,2014-06-25,13.458835614025542,4,2.5,0.0,2770,2.0,98075,9,2004
8388,Average,2014-10-15,12.367340793126296,2,1.0,0.0,1270,1.5,98126,6,1917
8389,Good,2014-07-31,13.038981768465277,3,1.75,0.0,1400,1.0,98075,7,1977
8390,Average,2014-05-22,13.071070083016778,3,2.25,0.0,1820,1.0,98052,8,1981
8391,Average,2014-06-09,13.269057756555132,2,2.0,0.0,1870,1.0,98053,8,2003
8392,Average,2014-11-10,13.13626628257332,4,2.0,0.0,1360,1.5,98107,7,1945
8393,Average,2014-05-12,12.254862809699606,3,2.5,0.0,1040,2.0,98118,7,2004
8394,Average,2014-06-30,12.79246945614324,4,2.75,0.0,2140,2.0,98001,8,1993
8395,Average,2014-11-07,12.421184025147118,3,1.75,0.0,1330,1.0,98001,7,1987
8396,Average,2014-10-22,12.385473273896464,3,1.0,0.0,1070,1.0,98178,7,1952
8397,Average,2014-12-16,12.66032791780777,3,2.25,0.0,1370,3.0,98133,8,2009
8398,Good,2015-02-26,13.785051350479566,4,3.0,0.0,3510,2.0,98005,9,1976
8399,Average,2015-03-17,13.142166004700508,3,1.5,0.0,1730,1.0,98136,8,1954
8400,Average,2014-06-21,12.943236711506893,4,1.5,0.0,1550,1.0,98008,7,1956
8401,Average,2014-06-12,13.457406021215947,4,2.5,0.0,3280,2.0,98053,9,1996
8402,Good,2015-03-21,13.67739725583464,4,2.5,0.0,2150,1.0,98006,8,1967
8403,Good,2014-05-07,13.151922179645874,3,1.75,0.0,1580,1.0,98008,7,1967
8404,Average,2014-08-11,12.89921982609012,3,1.0,0.0,1460,1.0,98166,7,1952
8405,Good,2014-12-09,13.005829561148378,3,1.75,0.0,1410,1.0,98125,7,1954
8406,Average,2015-02-25,13.919870573288517,4,2.75,0.0,3090,1.0,98199,9,1956
8407,Average,2014-10-27,12.26434155365415,3,1.5,0.0,1690,1.0,98038,7,1976
8408,Average,2015-01-12,13.473020249017498,4,2.5,0.0,2870,2.0,98006,9,1980
8409,Good,2015-03-31,12.327404930697698,4,1.0,0.0,1100,1.0,98030,7,1907
8410,Average,2014-12-22,13.16158409055761,3,1.75,0.0,2310,1.0,98155,8,1983
8411,Good,2015-05-08,14.077874822431765,5,3.75,0.0,3490,1.0,98040,10,1968
8412,Average,2014-06-19,12.421184025147118,4,2.0,0.0,2080,1.0,98178,7,1950
8413,Good,2014-10-16,13.228523573232719,4,2.5,0.0,2230,1.0,98005,7,1957
8414,Average,2015-05-12,12.675920012567607,5,1.75,0.0,1710,1.0,98146,7,1958
8415,Average,2015-03-31,12.676076274775909,4,2.75,0.0,1640,1.0,98118,7,1984
8416,Good,2014-07-08,12.409013489526863,3,2.5,0.0,1600,2.0,98031,7,1992
8417,Average,2015-02-03,13.458835614025542,3,2.5,0.0,2850,2.0,98072,10,1987
8418,Average,2015-03-12,13.350295445450335,5,2.75,0.0,2600,2.0,98133,8,2015
8419,Average,2014-06-17,13.369223455335854,3,2.0,0.0,1380,1.0,98199,7,1948
8420,Good,2015-04-28,12.948009990259552,4,1.75,0.0,1320,1.0,98126,7,1942
8421,Average,2014-10-08,12.765545566117686,3,2.5,0.0,1420,3.0,98103,8,2002
8422,Average,2014-07-14,12.637851815197195,4,2.75,0.0,2420,2.0,98022,8,1996
8423,Very Good,2014-05-07,13.527761816623505,4,2.75,0.0,2600,2.0,98116,8,1949
8424,Good,2014-07-11,12.577636201962656,2,1.0,0.0,840,1.0,98133,6,1919
8425,Good,2014-07-12,12.367340793126296,3,1.75,0.0,1420,1.0,98092,7,1962
8426,Average,2014-09-03,12.323855681186558,3,1.0,0.0,1790,1.0,98146,6,1937
8427,Average,2015-04-24,12.618513367374764,3,1.0,0.0,1790,1.0,98146,6,1937
8428,Average,2015-02-12,13.16158409055761,2,1.0,0.0,1340,1.0,98115,7,1939
8429,Average,2014-06-26,12.560244459250788,2,1.0,0.0,1010,1.0,98155,7,1975
8430,Average,2014-08-21,13.17115354157376,3,2.0,0.0,1640,1.0,98074,8,1981
8431,Average,2015-03-19,12.834414602724003,5,2.75,0.0,2980,1.0,98032,8,1982
8432,Average,2014-10-06,12.841325847671216,3,2.0,0.0,1370,1.0,98125,7,1926
8433,Good,2015-04-27,13.283546414995719,3,2.25,0.0,2190,1.5,98125,8,1927
8434,Average,2015-01-21,12.409013489526863,3,2.25,0.0,1530,1.0,98023,7,1979
8435,Average,2014-07-29,12.206072645530174,3,2.0,0.0,1290,1.0,98092,7,1994
8436,Average,2014-11-25,14.576316386998034,4,3.75,0.0,5150,2.0,98053,11,1997
8437,Average,2014-11-09,13.316284070041636,3,2.5,0.0,2470,2.0,98072,9,1991
8438,Good,2015-04-14,14.038654109278484,1,1.25,1.0,1810,1.5,98075,8,1967
8439,Good,2015-03-10,13.217582643985264,4,2.5,0.0,2230,1.0,98074,7,1981
8440,Average,2014-11-18,12.429216196844383,3,3.0,0.0,2300,1.0,98056,7,1960
8441,Good,2014-05-09,13.17115354157376,3,2.5,0.0,2030,2.0,98029,8,1991
8442,Good,2014-06-24,12.994530005894443,3,1.75,0.0,2000,1.0,98166,8,1957
8443,Average,2015-03-13,12.959844447906553,3,2.75,0.0,3610,1.5,98023,8,1918
8444,Average,2014-07-01,13.514270320913642,5,2.5,0.0,3290,2.0,98075,8,2004
8445,Average,2014-05-28,12.66032791780777,3,2.0,0.0,1300,1.0,98118,7,1993
8446,Average,2015-03-03,12.736700896592344,5,1.0,0.0,1880,1.5,98126,6,1917
8447,Average,2015-05-01,12.810388612383504,4,2.75,0.0,2170,2.0,98038,7,1995
8448,Average,2014-10-21,12.66032791780777,3,1.75,0.0,1680,1.0,98133,7,1952
8449,Good,2014-10-27,12.608198852372823,3,1.5,0.0,1190,1.0,98056,7,1959
8450,Average,2014-11-13,12.765688433465597,2,1.0,0.0,940,1.0,98155,7,1950
8451,Average,2014-11-05,12.736700896592344,2,1.75,0.0,1010,1.0,98199,7,2003
8452,Good,2014-12-30,13.038981768465277,3,1.75,0.0,1290,1.0,98033,7,1962
8453,Average,2014-07-31,12.319401330837177,3,1.5,0.0,1480,1.0,98002,7,1957
8454,Fair,2014-08-11,11.84939770159144,2,1.0,0.0,900,1.0,98118,6,1940
8455,Very Good,2014-10-13,12.4130868149145,4,2.0,0.0,1400,1.5,98166,6,1930
8456,Average,2015-01-27,12.706847933442663,3,2.5,0.0,2040,2.0,98019,7,1995
8457,Average,2014-07-09,12.631340380934517,3,1.0,0.0,1450,1.0,98034,7,1969
8458,Average,2014-06-04,12.691426603322494,3,1.0,0.0,1210,1.0,98155,7,1949
8459,Very Good,2014-06-13,12.751299696013497,2,1.5,0.0,1800,1.0,98092,7,1987
8460,Good,2014-05-08,12.240474072247506,3,1.0,0.0,1490,1.0,98168,7,1954
8461,Very Good,2014-08-27,12.380025952653611,3,1.0,0.0,1240,1.5,98056,6,1953
8462,Average,2015-04-01,13.45166712454693,3,2.0,0.0,2632,2.0,98070,10,2000
8463,Good,2014-09-11,13.384650715836164,3,2.5,0.0,2150,2.0,98006,9,1979
8464,Average,2015-04-14,13.151922179645874,3,2.75,0.0,1710,1.0,98105,7,1947
8465,Average,2014-10-01,13.021437458814368,3,2.5,0.0,1530,2.0,98103,7,1998
8466,Average,2014-10-30,12.371587084007746,4,2.5,0.0,1630,2.0,98146,7,2003
8467,Average,2014-07-30,14.070152776337855,4,3.5,0.0,4080,2.0,98006,12,1998
8468,Good,2014-06-10,13.241034907121827,3,2.75,0.0,2340,1.0,98075,8,1972
8469,Good,2015-04-02,12.926319295971837,3,1.75,0.0,1000,1.0,98072,7,1967
8470,Good,2014-10-21,13.997832114758229,4,2.5,0.0,3180,2.0,98040,11,1986
8471,Average,2015-03-19,12.736700896592344,4,2.5,0.0,2170,2.0,98031,8,1992
8472,Very Good,2014-11-07,13.60244109222154,4,3.25,0.0,3020,1.0,98133,9,1956
8473,Average,2014-06-09,12.371587084007746,3,1.75,0.0,1330,1.0,98002,7,1998
8474,Good,2015-05-13,12.706847933442663,4,1.75,0.0,1720,1.0,98055,8,1965
8475,Very Good,2015-01-27,13.592354506571938,4,3.5,0.0,2540,2.0,98117,8,1910
8476,Very Good,2015-04-17,12.745485726148077,3,1.0,0.0,1410,1.0,98059,7,1960
8477,Average,2014-06-17,12.712890247898626,3,2.5,0.0,1530,1.0,98059,7,1993
8478,Average,2015-04-01,13.758940206475879,5,3.5,0.0,4380,2.0,98075,11,2003
8479,Very Good,2014-06-17,12.388185847286392,3,1.0,0.0,1140,1.0,98058,6,1943
8480,Good,2015-03-03,13.420985389894444,5,1.75,0.0,2110,1.5,98115,7,1946
8481,Good,2014-05-20,12.206072645530174,3,1.0,0.0,1050,1.0,98056,6,1967
